Molecule ID,ext,External ID,Gene,Name,Source acc,Regulation (case/control),Validation,Scores
BO348,,Q86VH3,KLHDC4-locus,Hypothetical protein,A_24_P110365,ratio: 0.3,ratio_log2fc: -1.74,,p-value: 6.15E-04
BP086,,M0QZU0,PRO0106,PRO0106 protein,A_24_P264806,ratio: 0.3,ratio_log2fc: -1.74,,p-value: 1.00E-03
A0059,,GBG1_HUMAN,GNGT1,Guanine nucleotide-binding protein G(T) gamma-T1 subunit,A_23_P123096,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 3.79E-03
A028I,,R7BP_HUMAN,R7BP;RGS7BP,Regulator of G-protein signaling 7-binding protein,A_23_P81233,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 4.14E-03
A033H,,KI3L1_HUMAN,KIR3DL1;KIR3DL1/2V;CD158E,Killer cell immunoglobulin-like receptor 3DL1 precursor,A_23_P101636,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 4.32E-04
A051C,,KI18B_HUMAN,KIF18B,Kinesin-like protein KIF18B,A_24_P680947,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 3.63E-03
A0587,X,ADDB_HUMAN,ADD2;ADDB,Beta adducin,A_23_P317636,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 9.59E-04
A1094,,RAGE_HUMAN,AGER;RAGE,Advanced glycosylation end product-specific receptor precursor,A_32_P164225,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 6.74E-04
A1363,,ADCY8_HUMAN,ADCY8,Adenylate cyclase;type VIII,A_23_P169993,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.59E-04
A158H,,LN28B_HUMAN,LIN28B;CSDD2,Protein LIN-28 homolog B,A_32_P224566,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.24E-04
A1739,,FHR5_HUMAN,CFHR5;CFHL5;FHR5,Complement factor H-related protein 5 precursor,A_24_P111406,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.97E-04
A1871,,IRK9_HUMAN,KCNJ9;GIRK3,G protein-activated inward rectifier potassium channel 3,A_23_P379601,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 3.17E-03
A1991,,GBRG1_HUMAN,GABRG1,Gamma-aminobutyric-acid receptor gamma-1 subunit precursor,A_23_P389496,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.96E-04
A205K,,DYNAP_HUMAN,DYNAP,Hypothetical protein FLJ39106,A_23_P380309,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.46E-03
A2138,,CD20B_HUMAN,CDC20B;G6VTS76519,Cell division cycle protein 20 homolog B,A_24_P46413,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 7.61E-04
A262D,,PIHD3_HUMAN,PIH1D3,Protein PIH1D3,A_32_P211418,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.16E-03
A272I,,S35D3_HUMAN,SLC35D3;FRCL1,Solute carrier family 35;member D3,A_24_P392970,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.97E-03
A3370,,DLX6_HUMAN,DLX6,Homeobox protein DLX-6,A_23_P353541,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 7.64E-04
A3461,,NDF1_HUMAN,NEUROD1;BHLHA3;NEUROD,Neurogenic differentiation factor 1,A_23_P209484,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.01E-04
A348A,,DMRT3_HUMAN,DMRT3;DMRTA3,Doublesex and MAB-3 related transcription factor 3,A_23_P325100,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 2.87E-03
A3528,,RPGF4_HUMAN,RAPGEF4;CGEF2;EPAC2,RAP guanine nucleotide exchange factor 4,A_23_P17197,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 6.37E-04
A427G,,FCRL1_HUMAN,FCRL1;FCRH1;IFGP1,Fc receptor-like protein 1,A_24_P328259,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.66E-03
A4296,,DJC14_HUMAN,DNAJC14;DRIP78;HDJ3,DnaJ homolog subfamily C member 14,A_24_P324368,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 5.03E-04
A450I,,SL9A9_HUMAN,SLC9A9;NHE9,Sodium/hydrogen exchanger 9,A_23_P212482,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.21E-03
A4722,,COPA1_HUMAN,COL25A1,Collagen alpha-1(XXV) chain,A_23_P58427,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.92E-04
A4913,,KRA13_HUMAN,KRTAP1-3;B2B;KAP1.2,Keratin associated protein 1.8,A_23_P130241,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 2.06E-03
A516G,,FRMD8_HUMAN,FRMD8;FKSG44,FERM domain-containing protein 8,A_24_P290237,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.05E-03
A532K,,CAHM3_HUMAN,CALHM3;FAM26A,Calcium homeostasis modulator protein 3,A_24_P263297,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 7.87E-04
A5338,,PAGE1_HUMAN,PAGE1;GAGE9;GAGEB1,G antigen family B 1 protein,A_24_P314337,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.16E-03
A558G,,GATA1_HUMAN,GATA1;ERYF1;GF1,Erythroid transcription factor,A_24_P374244,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 4.04E-03
A624B,,T132B_HUMAN,TMEM132B,Transmembrane protein 132B,A_32_P153812,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.33E-03
A626C,,TMX4_HUMAN,TMX4;TXNDC13;UNQ475/PRO938,Thioredoxin-related transmembrane protein 4,A_23_P166100,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 3.42E-07
A6387,,DUS21_HUMAN,DUSP21;LMWDSP21,Dual specificity protein phosphatase 21,A_23_P256077,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.25E-03
A665G,,GPR1_HUMAN,GPR1,G-protein coupled receptor 1,A_23_P154150,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 7.72E-04
A6706,X,HECW2_HUMAN,HECW2;NEDL2,E3 ubiquitin-protein ligase HECW2,A_32_P17917,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 9.59E-04
A683C,,VMAT1_HUMAN,SLC18A1;VAT1;VMAT1,Chromaffin granule amine transporter,A_23_P33168,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 8.79E-04
A689B,,TMC3_HUMAN,TMC3,Transmembrane channel-like protein 3,A_23_P258783,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 7.46E-04
A7289,,PAOX_HUMAN,PAOX;PAO;UNQ1923/PRO4398,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,A_23_P385771,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 2.07E-04
A738F,,CDN2B_HUMAN,CDKN2B;p15;MTS2,Cyclin-dependent kinase 4 inhibitor B,A_24_P360674,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 3.49E-03
A7675,,REV1_HUMAN,REV1;REV1L;AIBP80,DNA repair protein REV1,A_23_P32970,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 7.90E-04
A7723,,RNS11_HUMAN,RNASE11;UNQ5832/PRO19669;UNQ5832,Probable ribonuclease 11 precursor,A_23_P65472,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.41E-03
A7780,,SCD5_HUMAN,SCD5;ACOD4;SCD4,Stearoyl-CoA desaturase 5,A_23_P354965,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 6.48E-04
A8035,,TRIM9_HUMAN,TRIM9;RNF91,E3 ubiquitin-protein ligase TRIM9,A_24_P321709,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 6.65E-04
A807H,,PHEX_HUMAN,PHEX;PEX,Phosphate regulating neutral endopeptidase,A_23_P114084,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 6.95E-04
A8214,,M3K19_HUMAN,MAP3K19;YSK4;RCK,SPS1/STE20-related protein kinase YSK4,A_24_P63078,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.43E-03
A859G,,IFNA7_HUMAN,IFNA7,Interferon alpha-7 precursor,A_23_P157920,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.02E-03
A862C,X,BOLA1_HUMAN,BOLA1;CGI-143,BOLA-like protein 1,A_24_P54230,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 6.50E-04
A9193,,OR5P3_HUMAN,OR5P3;JCG1,Olfactory receptor 5P3,A_23_P399217,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.05E-03
B1X48,,A6NEV5,,Putative uncharacterized protein ENSP00000374955,A_23_P88262,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.50E-03
B2156,,CC140_HUMAN,CCDC140,Coiled-coil domain-containing protein 140,A_23_P429478,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.00E-03
B5625,,FAM9A_HUMAN,FAM9A,Family with sequence similarity 9;member A,A_23_P391255,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 9.47E-04
BC778,,PRA16_HUMAN,PRAMEF16,PRAME family member 16,A_24_P306304,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 9.01E-04
BM084,,Q9P1L5,PRO0943,Hypothetical protein PRO0943,A_23_P116473,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 5.43E-04
BP062,,Q9P1C0,PRO2900,PRO2900 protein,A_23_P142804,ratio: 0.3,ratio_log2fc: -1.73,,p-value: 1.35E-03
A0130,,NRX1A_HUMAN,NRXN1,Neurexin 1-alpha precursor,A_23_P95453,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.37E-03
A0134,,MTAP2_HUMAN,MAP2;4R-MAP2,Microtubule-associated protein 2,A_23_P153917,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.19E-03
A1407,,MRE11_HUMAN,MRE11A;HNGS1;MRE11,Double-strand break repair protein MRE11A,A_24_P205105,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 6.26E-04
A1653,,MMP3_HUMAN,MMP3;STMY1,Stromelysin-1 precursor,A_23_P161698,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.84E-03
A179I,X,RNF6_HUMAN,RNF6;SPG2,Ring finger protein 6,A_24_P144881,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 2.33E-04
A214I,,RSPO2_HUMAN,RSPO2;UNQ9384/PRO34209;UNQ9384,R-Spondin-2,A_23_P258294,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 9.80E-04
A2405,,XIRP2_HUMAN,XIRP2;CMYA3,XIN actin-binding repeat-containing protein 2,A_23_P108743,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.64E-04
A265D,,CX058_HUMAN,,Putative uncharacterized protein CXorf58,A_23_P413157,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 5.71E-04
A281G,,EPYC_HUMAN,EPYC;DSPG3;PGLB,Dermatan sulfate proteoglycan 3 precursor,A_23_P87678,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.36E-03
A344A,,DIRC1_HUMAN,DIRC1,Disrupted in renal carcinoma protein 1,A_23_P131139,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.32E-03
A3590,X,OMGP_HUMAN,OMG;OMGP,Oligodendrocyte-myelin glycoprotein precursor,A_23_P55286,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.05E-03
A369D,,F169A_HUMAN,FAM169A,UPF0611 protein FAM169A,A_24_P457345,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.06E-03
A409H,,MRAP_HUMAN,MRAP;FALP,Melanocortin-2 receptor accessory protein,A_23_P381172,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.97E-03
A4681,,CKP2L_HUMAN,CKAP2L,Cytoskeleton-associated protein 2-like,A_23_P388812,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 3.79E-03
A4924,,KRA44_HUMAN,KRTAP4-4;KAP4.13;KAP4.4,Keratin associated protein 4-4,A_23_P38603,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.94E-04
A4929,,KRA49_HUMAN,KRTAP4-9;KAP4.9;KRTAP4.9,Keratin associated protein 4-9,A_24_P315975,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.26E-04
A507A,,H2B1N_HUMAN,HIST1H2BN;H2BFD;HIST1H2BC,Histone H2B type 1-N,A_24_P943252,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.77E-03
A547F,,C11B2_HUMAN,CYP11B2,Cytochrome P450 11B2;mitochondrial precursor,A_23_P215997,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 9.21E-04
A560A,,HORM1_HUMAN,HORMAD1;NOHMA,HORMA domain-containing protein 1,A_32_P199884,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 9.14E-04
A5880,,ATS12_HUMAN,ADAMTS12;UNQ1918/PRO4389;UNQ1918,ADAM metallopeptidase with thrombospondin type 1 motif;1;preproprotein,A_24_P928852,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 9.45E-04
A592D,X,K1199_HUMAN,,Hypothetical protein,A_24_P84396,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.22E-03
A594J,,TFAP4_HUMAN,TFAP4;BHLHC41,Transcription factor AP-4,A_23_P141092,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 3.86E-04
A686G,,GPR82_HUMAN,GPR82;GPCR;P2Y34,G protein-coupled receptor 82,A_24_P280148,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.39E-03
A686I,,TAAR6_HUMAN,TAAR6;TA4;TAR4,Trace amine receptor 4,A_32_P460757,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.58E-04
A704H,,OTOR_HUMAN,OTOR;FDP;MIAL,Otoraplin precursor,A_24_P271376,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 8.37E-04
A713G,,GSX2_HUMAN,GSH2;GSH-2;GSX2,GS homeobox 2,A_23_P92453,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 2.02E-03
A726E,,H3BTL7,,PREDICTED: Hypothetical protein XP_295058,A_32_P137783,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 4.44E-03
A7276,,PADI4_HUMAN,PADI4;PADI5;PDI5,Protein-arginine deiminase type-4,A_23_P138262,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.12E-03
A7373,,PGK2_HUMAN,PGK2;PGKB,Phosphoglycerate kinase;testis specific,A_23_P331063,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.29E-03
A766G,,HHIP_HUMAN,HHIP;HIP;UNQ5825/PRO19644,Hedgehog-interacting protein precursor,A_24_P401842,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 6.92E-04
A785D,,PALM2_HUMAN,PALM2;PALM2-AKAP2,Paralemmin-2,A_24_P942492,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 5.31E-04
A7902,,SUIS_HUMAN,SI,Sucrase-isomaltase;intestinal,A_32_P302205,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.97E-03
A7971,,TGM4_HUMAN,TGM4;hTGP;HTGP,Protein-glutamine glutamyltransferase 4,A_23_P41241,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.59E-04
A8035,,TRIM9_HUMAN,TRIM9;RNF91,E3 ubiquitin-protein ligase TRIM9,A_23_P205632,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.05E-03
A8056,,TRYD_HUMAN,TPSD1,Tryptase delta precursor,A_23_P140716,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.76E-03
A828H,,PIGA_HUMAN,PIGA;PIG-A,Phosphatidylinositol N-acetylglucosaminyltransferase subunit A,A_23_P217399,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 3.61E-04
A8530,,WFDC8_HUMAN,WFDC8;WAP8,WAP four-disulfide core domain protein 8 precursor,A_32_P873201,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.00E-04
A866C,,BPIB6_HUMAN,BPIFB6;BPIL3,Bactericidal/permeability-increasing protein-like 3 precursor,A_32_P539109,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.96E-03
A8740,,DAOA_HUMAN,DAOA;G72,D-amino acid oxidase activator,A_24_P155617,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.10E-03
A903C,,MROH9_HUMAN,MROH9,Uncharacterized protein C1ORF129,A_23_P74870,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 8.27E-04
A936B,,DLRB1_HUMAN,DYNLRB1;BITH;DNCL2A,Dynein light chain 2A;cytoplasmic,A_23_P302028,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 7.26E-04
A945A,X,RNF17_HUMAN,RNF17;TDRD4,RING finger protein 17,A_24_P99066,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.04E-03
A985H,,PRS58_HUMAN,TRY1;PRSS58;TRYX3,Serine protease 58,A_23_P82567,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 2.76E-03
A990I,,TRPV3_HUMAN,TRPV3,Transient receptor potential cation channel subfamily V member 3,A_24_P224469,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.70E-03
A9918,,GDNF_HUMAN,GDNF,Glial cell line-derived neurotrophic factor precursor,A_24_P25544,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 3.06E-03
B7580,,IFNW1_HUMAN,IFNW1,Interferon omega-1 precursor,A_23_P60373,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.20E-03
B9552,,MDS2_HUMAN,MDS2,Myelodysplastic syndrome 2 translocation-associated protein,A_23_P323196,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.67E-03
BK039,,M0R207,pp8961;PP8961,Hypothetical protein,A_24_P153587,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 8.05E-04
BM425,,F8WD29,,Hypothetical protein,A_24_P110284,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 8.12E-04
BN843,,H0Y5Z4,PPP4R1L-locus,Serine/threonine phosphatase 4 regulatory subunit 1-like-locus protein,A_24_P65851,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 1.38E-03
A159H,,LORI_HUMAN,LOR;LRN,Loricrin,A_23_P34452,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 1.38E-03
A497G,X,FOXL2_HUMAN,FOXL2,Forkhead box protein L2,A_23_P110052,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 1.10E-03
A6412,,ECP_HUMAN,RNASE3;ECP;RNS3,Eosinophil cationic protein precursor,A_23_P163025,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 1.36E-03
A652K,,LUZP4_HUMAN,LUZP4;HOM-TES-85,HOM-TES-85 tumor antigen,A_23_P96611,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 1.16E-03
A701D,,LYPD1_HUMAN,LYPD1;LYPDC1;UNQ3079/PRO9917,LY6/PLAUR domain-containing protein 1,A_23_P419696,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 8.01E-04
A796A,,NR0B1_HUMAN,DAX-1;NR0B1;AHC,Nuclear receptor subfamily 0 group B member 1,A_23_P73632,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 8.65E-04
B2661,,CF050_HUMAN,NAG19,Putative uncharacterized protein C6orf50,A_23_P428465,ratio: 0.3,ratio_log2fc: -1.71,,p-value: 9.67E-04
A177B,X,YBOX1_HUMAN,YB-1;YBX1;NSEP1,Nuclease sensitive element binding protein 1,A_23_P34767,ratio: 0.39,ratio_log2fc: -1.38,,p-value: 3.72E-05
A5359,,HPS6_HUMAN,HPS6,Hermansky-Pudlak syndrome-6 protein,A_23_P115683,ratio: 0.39,ratio_log2fc: -1.38,,p-value: 1.72E-05
A9390,,LRP12_HUMAN,LRP12;ST7,Low-density lipoprotein receptor-related protein 12,A_24_P415012,ratio: 0.39,ratio_log2fc: -1.38,,p-value: 7.77E-06
A9643,,RS26_HUMAN,RPS26;RPS26L,40S Ribosomal protein S26,A_23_P116694,ratio: 0.39,ratio_log2fc: -1.38,,p-value: 5.68E-04
BK745,,F8WEG0,,Hypothetical protein XP_170708,A_32_P161994,ratio: 0.39,ratio_log2fc: -1.38,,p-value: 3.33E-03
A0123,X,PP2BA_HUMAN,PPP3CA;CALNA;CNA,Calcineurin subunit A alpha precursor,A_23_P92623,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 1.87E-05
A118I,,RHD_HUMAN,RHD;RhDCw;RhIVbJ,Blood group Rh(D) polypeptide,A_24_P673333,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 3.96E-03
A138A,X,SPAG1_HUMAN,SPAG1,Sperm associated antigen 1,A_24_P158161,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.66E-03
A1531,X,K2C8_HUMAN,KRT8;CYK8,Keratin;type II cytoskeletal 8,A_23_P14072,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 5.16E-05
A2102,X,COPA_HUMAN,COPA,Coatomer alpha subunit,A_32_P20454,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 3.37E-04
A2901,,ZN613_HUMAN,ZNF613,Zinc finger protein 613,A_23_P208172,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.32E-04
A3099,,KLF16_HUMAN,KLF16;BTEB4;NSLP2,Transcription factor BTEB4,A_24_P173294,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 5.83E-05
A383I,,SETD7_HUMAN,SETD7;KMT7;SET7,Histone-lysine N-methyltransferase SETD7,A_23_P80966,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.63E-03
A419I,,SIA8B_HUMAN,ST8SIA2;SIAT8B;STX,Alpha-2;8-sialyltransferase 8B,A_24_P664850,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 3.67E-03
A4751,,DSC2_HUMAN,DSC2;CDHF2;DSC3,Desmocollin 2A/2B precursor,A_23_P4494,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.75E-03
A493I,,SNTG1_HUMAN,SNTG1,Gamma-1-syntrophin,A_23_P112100,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 2.92E-03
A524G,,FSIP1_HUMAN,FSIP1;HSD10,Fibrous sheath-interacting protein 1,A_23_P353125,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 1.07E-04
A5310,,DIEXF_HUMAN,DIEXF;DEF,Digestive organ expansion factor homolog,A_23_P34946,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 9.94E-05
A535F,,BT1A1_HUMAN,BTN1A1;BTN,Butyrophilin precursor,A_23_P7985,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.89E-03
A5385,,LRC8A_HUMAN,LRRC8A;LRRC8;UNQ221/PRO247,Leucine-rich repeat-containing protein 8 precursor,A_23_P250274,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 2.36E-05
A5463,,SLFN5_HUMAN,SLFN5,Schlafen family member 5,A_24_P707530,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 8.12E-04
A554B,,ORML2_HUMAN,ORMDL2;HSPC160;MSTP095,Adoplin-2,A_23_P87500,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 5.65E-05
A6677,,GXLT1_HUMAN,GXYLT1;GLT8D3,Glucoside xylosyltransferase 1,A_32_P62342,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 5.27E-07
A7130,,NDK7_HUMAN,NME7,Nucleoside diphosphate kinase 7,A_23_P46063,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 7.99E-06
A8022,X,TRDMT_HUMAN,TRDMT1;DNMT2,tRNA (cytosine-5-)-methyltransferase,A_23_P115636,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 1.06E-04
A8418,,ID4_HUMAN,ID4;BHLHB27,DNA-binding protein inhibitor ID-4,A_23_P59375,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 1.16E-03
A848A,,PHF3_HUMAN,PHF3,PHD finger protein 3,A_23_P70371,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.57E-05
A852G,,IFIX_HUMAN,PYHIN1;IFIX,Pyrin and HIN domain-containing protein 1,A_24_P139604,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.97E-03
A9104,,TFIP8_HUMAN,TNFAIP8;GG2-1;MDC-3.13,Tumor necrosis factor;alpha-induced protein 8,A_32_P219520,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 3.71E-04
A9111,,TLR3_HUMAN,TLR3,Toll-like receptor 3 precursor,A_23_P29922,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 8.47E-04
A9988,,MANF_HUMAN,MANF;ARMET;ARP,Mesencephalic astrocyte-derived neurotrophic factor,A_23_P132793,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 1.16E-05
B1X54,,A6NFL7,,Putative uncharacterized protein ENSP00000374968,A_24_P706327,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 4.38E-03
BF177,,SMKR1_HUMAN,SMKR1,Small lysine-rich protein 1,A_32_P197053,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 1.04E-03
BK023,,BBC3_HUMAN,BBC3;PUMA,PUMA/JFY1 protein,A_23_P382775,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 9.53E-04
BO737,,Q9H396,PRO2870,PRO2870 protein,A_24_P919789,ratio: 0.39,ratio_log2fc: -1.37,,p-value: 8.34E-04
A0061,,GBG4_HUMAN,GNG4;GNGT4,Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-4 subunit,A_32_P305020,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 2.86E-03
A0834,,TNR6_HUMAN,FAS;APT1;FAS1,Tumor necrosis factor receptor superfamily member 6 precursor,A_23_P63896,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 1.63E-03
A155B,,UTP15_HUMAN,UTP15,U3 small nucleolar RNA-associated protein 15 homolog,A_23_P213441,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 3.86E-08
A1609,,CALR_HUMAN,CALR;CRTC,Calreticulin precursor,A_23_P67288,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 2.58E-04
A191C,,NDC1_HUMAN,TMEM48;NDC1,Transmembrane protein 48,A_23_P73982,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 3.11E-05
A265C,,OSB10_HUMAN,OSBPL10;ORP10;OSBP9,Oxysterol binding protein-related protein 10,A_23_P147245,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 2.35E-04
A344D,,F101B_HUMAN,FAM101B,Family with sequence similarity 101;member B,A_24_P299318,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 1.41E-04
A391A,X,ELP4_HUMAN,ELP4;PAXNEB,Elongator complex protein 4,A_23_P24623,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 2.12E-05
A4090,,CHM1B_HUMAN,CHMP1B;CHMP1.5,Charged multivesicular body protein 1B,A_23_P55551,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 2.49E-03
A4601,,BOREA_HUMAN,CDCA8;PESCRG3,Borealin,A_23_P375,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 4.25E-04
A610E,,AF9_HUMAN,MLLT3;AF9;YEATS3,AF-9 protein,A_24_P192627,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 4.83E-04
A6351,,DNSL1_HUMAN,DNASE1L1;DNAS1L1;DNL1L,Dexyribonuclease-1-like 1,A_32_P20904,ratio: 0.39,ratio_log2fc: -1.36,,p-value: 1.81E-03
