gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
PLEKHG1	ENST00000367328	True	15.0	56.253	0.26665	0.177	0.411	725.0	790.25	0.91743	0.862	0.975	340.0	318.89	1.0662	0.975	1.166	5.1261	0.84205	-0.9257200000000001	0.014074000000000001	0.98593	3.3458999999999998e-09	[]
PLEKHG2	ENST00000409794	True	24.0	55.095	0.43561000000000005	0.314	0.613	725.0	788.24	0.9197700000000001	0.865	0.978	303.0	325.54	0.93076	0.847	1.024	3.9042	0.8172	0.9781299999999999	3.3171999999999997e-09	0.9999899999999999	6.4639999999999994e-06	[]
PLEKHG3	ENST00000247226	True	19.0	43.582	0.43596	0.303	0.64	693.0	734.25	0.9438200000000001	0.886	1.005	282.0	303.65	0.92869	0.842	1.025	3.4703	0.55229	0.97291	1.7047999999999998e-07	0.9999299999999999	6.6589e-05	[]
PLEKHG4	ENST00000360461	True	36.0	60.908	0.59105	0.452	0.781	574.0	665.24	0.86285	0.805	0.924	272.0	279.96	0.9715600000000001	0.879	1.074	2.9745	1.2833	0.37251999999999996	7.4045e-17	0.9970700000000001	0.0029271	[]
PLEKHG4B	ENST00000283426	True	45.0	50.56	0.89002	0.7	1.141	736.0	737.11	0.99849	0.939	1.061	322.0	316.69	1.0168	0.927	1.115	0.7288	0.014855000000000002	-0.23362	7.128399999999999e-28	0.0012844000000000002	0.99872	[]
PLEKHG5	ENST00000537245	True	18.0	46.265	0.38906	0.268	0.577	541.0	652.33	0.8293299999999999	0.772	0.89	280.0	275.04	1.018	0.923	1.124	3.8728	1.5814	-0.23426999999999998	2.4199e-06	0.9999899999999999	7.2969e-06	[]
PLEKHG6	ENST00000396988	True	34.0	44.159	0.76994	0.585	1.025	446.0	453.0	0.98454	0.91	1.065	198.0	183.57	1.0786	0.96	1.213	1.4248	0.11936	-0.83401	6.3033e-19	0.16476	0.83524	[]
PLEKHG7	ENST00000344636	True	26.0	23.682	1.0979	0.804	1.522	181.0	192.42	0.94063	0.833	1.064	60.0	72.28699999999999	0.8300200000000001	0.673	1.029	-0.44393999999999995	0.29879	1.1315	1.5142e-18	0.0015632	0.99844	[]
PLEKHH1	ENST00000329153	True	25.0	67.351	0.37119	0.27	0.518	591.0	758.31	0.77937	0.728	0.834	268.0	305.14	0.87829	0.794	0.972	4.8095	2.2041	1.6646	6.243e-08	1.0	1.934e-08	[]
PLEKHH2	ENST00000282406	True	61.0	82.405	0.74025	0.601	0.916	884.0	755.09	1.1707	1.107	1.238	306.0	268.72	1.1387	1.036	1.252	2.1975	-1.7019	-1.7803	3.8089999999999997e-32	0.13280999999999998	0.86719	[]
PLEKHH3	ENST00000591022	True	16.0	32.103	0.49838999999999994	0.336	0.757	333.0	435.65	0.76437	0.698	0.837	163.0	208.57	0.78151	0.687	0.89	2.6488	1.7842	2.4706	3.27e-07	0.99687	0.0031314	[]
PLEKHJ1	ENST00000589097	True	3.0	7.5102	0.39945	0.181	1.032	86.0	80.687	1.0658	0.894	1.275	35.0	32.828	1.0662	0.813	1.414	1.5338	-0.21456	-0.29685	0.059314	0.8736200000000001	0.067062	[]
PLEKHM1	ENST00000430334	True	11.0	38.693000000000005	0.28429	0.178	0.471	526.0	616.38	0.85336	0.794	0.917	257.0	272.58	0.94285	0.851	1.045	4.1491	1.3207	0.7388	0.014483000000000001	0.9855200000000001	1.9137e-06	[]
PLEKHM2	ENST00000375799	True	17.0	48.038999999999994	0.35388000000000003	0.241	0.531	447.0	603.73	0.7404	0.684	0.801	256.0	267.92	0.95549	0.862	1.06	4.1737	2.314	0.5703699999999999	2.4443000000000003e-05	0.99997	1.303e-06	[]
PLEKHM3	ENST00000427836	True	13.0	37.745	0.34442	0.223	0.548	343.0	425.45	0.80621	0.737	0.882	154.0	172.01	0.8952899999999999	0.784	1.023	3.7537	1.4501	1.0752	0.00038078	0.9996	1.5063e-05	[]
PLEKHN1	ENST00000379410	True	25.0	31.239	0.80027	0.582	1.118	462.0	377.5	1.2238	1.133	1.322	206.0	173.14	1.1898	1.061	1.335	1.0404	-1.5778	-1.9554	1.3928999999999999e-14	0.1637	0.8363	[]
PLEKHO1	ENST00000369124	True	4.0	19.426	0.20590999999999998	0.1	0.471	243.0	245.87	0.9883200000000001	0.889	1.099	105.0	98.318	1.068	0.911	1.256	3.2618	0.066425	-0.52764	0.52927	0.4706	0.00012982	[]
PLEKHO2	ENST00000323544	True	5.0	17.832	0.2804	0.146	0.59	266.0	276.92	0.96055	0.868	1.063	108.0	108.32	0.99705	0.852	1.17	2.832	0.23817	0.024011	0.10629000000000001	0.89246	0.0012517000000000001	[]
PLEKHS1	ENST00000369310	True	29.0	23.241	1.2478	0.928	1.691	206.0	241.83	0.85185	0.76	0.956	85.0	83.76100000000001	1.0148	0.851	1.215	-1.1133	0.8357899999999999	-0.10602	7.1539999999999995e-22	0.00012263	0.9998799999999999	[]
PLET1	ENST00000338832	True	8.0	8.2499	0.9697100000000001	0.566	1.682	85.0	108.5	0.7834399999999999	0.656	0.938	37.0	43.501000000000005	0.85055	0.653	1.119	0.081078	0.81833	0.77173	6.86e-06	0.29195	0.70804	[]
PLG	ENST00000308192	True	13.0	46.411	0.28010999999999997	0.181	0.445	430.0	452.9	0.94944	0.877	1.028	180.0	166.88	1.0786	0.954	1.221	4.5707	0.39034	-0.79496	0.0096423	0.99036	1.4220000000000002e-07	[]
PLGLB1	ENST00000355705	True	0.0	0.43116000000000004	0.0	0.0	1.846	1.0	8.6795	0.11520999999999999	0.04	0.547	3.0	2.7809	1.0788	0.456	1.878	0.6119600000000001	0.9456399999999999	-0.10286	0.33546	0.49551999999999996	0.16901	[]
PLGLB2	ENST00000359481	True	0.0	0.15575999999999998	0.0	0.0	1.883	1.0	1.0308	0.97016	0.261	1.89	0.0	0.42018999999999995	0.0	0.0	1.848	0.36782	0.01099	0.50752	0.30443000000000003	0.49846	0.19710999999999998	[]
PLGRKT	ENST00000223864	True	10.0	7.3018	1.3695	0.822	1.904	104.0	77.846	1.336	1.139	1.572	36.0	25.178	1.4298	1.093	1.84	-0.9306	-1.0754	-1.6887	3.0722999999999997e-08	0.050445	0.9495600000000001	[]
PLIN1	ENST00000300055	True	16.0	20.808000000000003	0.76894	0.52	1.168	308.0	271.77	1.1333	1.032	1.245	130.0	115.91	1.1215	0.972	1.297	0.9823	-0.7971699999999999	-1.0244	2.0397000000000003e-09	0.42494	0.57506	[]
PLIN2	ENST00000276914	True	14.0	17.031	0.8220200000000001	0.542	1.285	284.0	243.42	1.1667	1.058	1.287	84.0	91.42	0.91884	0.769	1.102	0.6845399999999999	-0.9436700000000001	0.60756	9.8724e-09	0.31206	0.68794	[]
PLIN3	ENST00000221957	True	13.0	17.57	0.7399	0.481	1.176	288.0	285.79	1.0077	0.914	1.111	145.0	131.39	1.1036	0.963	1.267	1.0161	-0.0475	-0.92971	1.1411e-07	0.56681	0.43318999999999996	[]
PLIN4	ENST00000301286	True	21.0	19.687	1.0667	0.755	1.533	850.0	754.6	1.1264	1.064	1.192	470.0	329.38	1.4269	1.322	1.54	-0.27573000000000003	-1.2599	-6.0663	7.0749e-15	0.00854	0.99146	"[""syn_outlier""]"
PLIN5	ENST00000381848	True	15.0	14.552	1.0308	0.688	1.577	293.0	270.92	1.0815	0.982	1.191	123.0	121.06	1.016	0.877	1.18	-0.10942	-0.48671000000000003	-0.13794	1.2647e-10	0.052559	0.94744	[]
PLK1	ENST00000300093	True	3.0	24.584	0.12203	0.055	0.315	235.0	377.0	0.62334	0.56	0.694	149.0	150.94	0.98715	0.863	1.131	4.057	2.6532	0.12362999999999999	0.97577	0.024227000000000002	1.939e-07	[]
PLK2	ENST00000274289	True	2.0	34.955999999999996	0.057214999999999995	0.022	0.18	206.0	375.49	0.54862	0.489	0.616	153.0	138.65	1.1035	0.967	1.262	5.1949	3.1731	-0.9544299999999999	0.9999	9.8646e-05	1.3935e-12	[]
PLK3	ENST00000372201	True	15.0	31.503	0.47615	0.318	0.733	313.0	377.37	0.8294299999999999	0.755	0.911	157.0	152.47	1.0297	0.904	1.176	2.7402	1.2021	-0.28746	1.3604e-06	0.9979899999999999	0.0020039999999999997	[]
PLK4	ENST00000270861	True	17.0	44.217	0.38447	0.262	0.577	440.0	495.6	0.88781	0.82	0.961	185.0	165.87	1.1153	0.989	1.26	3.8146	0.9060600000000001	-1.163	5.8513e-06	0.99998	1.015e-05	[]
PLK5	ENST00000334770	True	8.0	12.159	0.65792	0.385	1.187	183.0	195.86	0.93432	0.827	1.056	95.0	87.98	1.0798	0.914	1.281	1.1117	0.33347	-0.5859300000000001	7.816399999999999e-05	0.77086	0.22905999999999999	[]
PLLP	ENST00000219207	True	4.0	7.2313	0.55315	0.271	1.26	81.0	110.09	0.73573	0.614	0.885	44.0	50.383	0.8733	0.685	1.123	1.1199	1.0059	0.70411	0.0097631	0.8303299999999999	0.15991	[]
PLN	ENST00000357525	True	0.0	1.5602	0.0	0.0	1.529	19.0	29.133000000000003	0.65218	0.454	0.957	5.0	9.7113	0.51486	0.268	1.082	1.1641	0.68107	1.1837	0.46545	0.45072	0.083839	[]
PLOD1	ENST00000196061	True	29.0	43.887	0.66079	0.491	0.901	418.0	445.3	0.93868	0.866	1.018	196.0	189.24	1.0357	0.921	1.166	2.0943	0.4694	-0.38466	1.1703e-14	0.889	0.111	[]
PLOD2	ENST00000282903	True	20.0	45.11	0.44336000000000003	0.311	0.644	364.0	400.14	0.90969	0.834	0.992	141.0	136.61	1.0321	0.899	1.187	3.4843	0.6553399999999999	-0.29379	5.8041000000000003e-08	0.9999399999999999	6.329899999999999e-05	[]
PLOD3	ENST00000223127	True	26.0	45.173	0.57557	0.421	0.799	450.0	462.14	0.9737399999999999	0.901	1.053	198.0	192.97	1.0261	0.913	1.154	2.6586	0.20479	-0.28376999999999997	2.9796e-12	0.9938299999999999	0.0061738	[]
PLP1	ENST00000418604	True	0.0	8.2861	0.0	0.0	0.361	45.0	103.73	0.43383999999999995	0.341	0.556	43.0	41.592	1.0339	0.809	1.333	2.6827	2.0918	-0.17093	0.9270799999999999	0.07256	0.00036447	[]
PLP2	ENST00000376327	True	4.0	5.7649	0.69386	0.34	1.536	58.0	60.983999999999995	0.9510700000000001	0.769	1.184	27.0	27.456999999999997	0.98336	0.724	1.356	0.68504	0.13863	0.068268	0.004751	0.69926	0.29598	[]
PLRG1	ENST00000499023	True	3.0	34.169000000000004	0.087798	0.039	0.227	161.0	284.88	0.56514	0.496	0.644	75.0	97.448	0.76964	0.638	0.933	4.9695	2.6627	1.7804	0.99931	0.00068826	3.2034e-11	[]
PLS1	ENST00000337777	True	14.0	33.055	0.42353999999999997	0.279	0.662	250.0	327.8	0.76265	0.687	0.847	100.0	119.1	0.8396600000000001	0.713	0.991	3.0888	1.5589	1.37	1.2665e-05	0.9995799999999999	0.00040386	[]
PLS3	ENST00000420625	True	2.0	22.423000000000002	0.089196	0.035	0.281	108.0	225.08	0.47983000000000003	0.41	0.563	88.0	82.117	1.0716	0.901	1.279	4.0195	2.8311	-0.50825	0.9894	0.010597	1.2535e-07	[]
PLSCR1	ENST00000342435	True	5.0	15.427	0.32411999999999996	0.168	0.681	135.0	168.61	0.80065	0.695	0.924	54.0	59.006	0.9151600000000001	0.734	1.148	2.4741	0.93909	0.51027	0.045986	0.9491700000000001	0.004843	[]
PLSCR2	ENST00000497985	True	11.0	14.661	0.75027	0.471	1.242	123.0	153.87	0.7993899999999999	0.69	0.929	46.0	54.288999999999994	0.8473200000000001	0.668	1.083	0.89115	0.90274	0.88076	1.0307e-06	0.56142	0.43858	[]
PLSCR4	ENST00000354952	True	10.0	15.974	0.626	0.385	1.062	170.0	187.95	0.9044700000000001	0.797	1.027	64.0	61.423	1.042	0.851	1.283	1.3931	0.4751	-0.25744	1.324e-05	0.84839	0.1516	[]
PLSCR5	ENST00000443512	True	12.0	12.663	0.9476399999999999	0.606	1.527	162.0	126.01	1.2856	1.131	1.465	64.0	45.233999999999995	1.4149	1.156	1.738	0.17365999999999998	-1.1632	-2.1846	2.8166000000000002e-08	0.16852	0.8314799999999999	[]
PLTP	ENST00000477313	True	16.0	23.554000000000002	0.67929	0.459	1.032	291.0	292.11	0.9961899999999999	0.904	1.098	126.0	116.8	1.0788	0.933	1.251	1.4506	0.02363	-0.66668	1.0236000000000001e-08	0.76355	0.23645	[]
PLVAP	ENST00000252590	True	12.0	20.160999999999998	0.5952	0.38	0.964	265.0	292.6	0.9056799999999999	0.818	1.003	133.0	120.24	1.1061	0.96	1.277	1.694	0.5853	-0.9109299999999999	2.5373e-06	0.91912	0.08088	[]
PLXDC1	ENST00000315392	True	14.0	24.924	0.56172	0.37	0.878	251.0	298.28	0.8415	0.758	0.934	105.0	118.26	0.8878799999999999	0.757	1.044	2.0392	0.9930899999999999	0.9546100000000001	5.8685e-07	0.96916	0.030837	[]
PLXDC2	ENST00000377252	True	8.0	31.761999999999997	0.25187	0.147	0.454	255.0	297.68	0.85662	0.773	0.95	114.0	108.7	1.0488	0.9	1.225	3.9295	0.89743	-0.39815	0.13410999999999998	0.8658799999999999	6.899299999999999e-06	[]
PLXNA1	ENST00000393409	True	14.0	85.084	0.16454000000000002	0.108	0.257	916.0	1261.9	0.7258899999999999	0.687	0.767	609.0	568.51	1.0712	1.002	1.145	7.1821	3.5325	-1.3294	0.99972	0.00027936	8.2894e-20	[]
PLXNA2	ENST00000367033	True	28.0	86.633	0.3232	0.238	0.443	879.0	1168.5	0.7522399999999999	0.711	0.795	512.0	497.57	1.029	0.956	1.107	5.8709	3.0725	-0.50656	6.0081e-07	1.0	6.2061e-12	[]
PLXNA3	ENST00000369682	True	15.0	59.873999999999995	0.25053000000000003	0.167	0.386	843.0	902.57	0.934	0.882	0.989	531.0	410.39	1.2939	1.204	1.39	5.4048	0.7193	-4.6614	0.052405999999999994	0.9475899999999999	4.6002000000000003e-10	"[""syn_outlier""]"
PLXNA4	ENST00000359827	True	12.0	83.677	0.14340999999999998	0.091	0.232	782.0	1144.5	0.68325	0.643	0.725	563.0	484.94	1.161	1.083	1.245	7.3026	3.8876	-2.7754	0.99998	1.7476e-05	2.3664e-21	[]
PLXNB1	ENST00000358536	True	24.0	86.713	0.27676999999999996	0.199	0.389	950.0	1269.1	0.74857	0.709	0.79	537.0	525.08	1.0227	0.952	1.098	6.2765	3.2494	-0.40718000000000004	0.00045315	0.99955	2.7313e-13	[]
PLXNB2	ENST00000449103	True	16.0	89.524	0.17872000000000002	0.12	0.271	874.0	1224.4	0.7138399999999999	0.674	0.755	665.0	578.62	1.1493	1.078	1.225	7.2421	3.6325	-2.8115	0.9985700000000001	0.0014347000000000001	1.8294e-19	[]
PLXNB3	ENST00000538966	True	13.0	55.578	0.23390999999999998	0.151	0.372	777.0	812.95	0.95578	0.9	1.014	471.0	379.16	1.2422	1.151	1.341	5.3228	0.4574	-3.6929	0.23088000000000003	0.76912	8.0379e-10	[]
PLXNC1	ENST00000258526	True	13.0	76.021	0.17101	0.11	0.272	496.0	825.6	0.60077	0.557	0.647	318.0	334.16	0.95163	0.867	1.044	6.7363	4.1615	0.69233	0.99841	0.0015904000000000003	2.8386999999999995e-17	[]
PLXND1	ENST00000324093	True	7.0	83.97200000000001	0.083361	0.046	0.157	792.0	1127.4	0.70253	0.662	0.745	484.0	490.02	0.98772	0.916	1.065	7.8283	3.6234	0.21277	1.0	4.1072e-09	1.0099e-26	[]
PM20D1	ENST00000367136	True	27.0	27.205	0.9924799999999999	0.731	1.369	263.0	283.05	0.9291799999999999	0.839	1.029	120.0	116.29	1.0319	0.889	1.201	0.036543	0.43227	-0.26971999999999996	3.3254e-18	0.0047833	0.9952200000000001	[]
PM20D2	ENST00000275072	True	9.0	15.704	0.57311	0.344	1.0	164.0	208.35	0.78713	0.692	0.896	70.0	83.876	0.8345600000000001	0.687	1.018	1.5766	1.1147	1.1863	6.6963e-05	0.9126200000000001	0.087314	[]
PMAIP1	ENST00000316660	True	1.0	1.4228	0.70285	0.216	1.846	25.0	27.49	0.90941	0.662	1.27	13.0	11.693	1.1118	0.721	1.718	0.33033	0.1723	-0.29925	0.11632	0.61687	0.26681	[]
PMCH	ENST00000329406	True	2.0	5.1599	0.3876	0.157	1.21	73.0	79.17	0.9220700000000001	0.762	1.12	37.0	28.873	1.2815	0.985	1.68	1.2965	0.25156	-1.1842	0.11527000000000001	0.78603	0.098699	[]
PMEL	ENST00000449260	True	27.0	28.451999999999998	0.9489700000000001	0.698	1.309	321.0	368.74	0.8705200000000001	0.794	0.955	147.0	146.04	1.0066	0.879	1.154	0.2537	0.90199	-0.061975	1.0314e-17	0.009304399999999999	0.9907	[]
PMEPA1	ENST00000341744	True	0.0	8.6799	0.0	0.0	0.345	123.0	166.75	0.7376199999999999	0.636	0.857	90.0	77.861	1.1559	0.974	1.377	2.7458	1.2292	-1.0771	0.9364899999999999	0.06325700000000001	0.00025717	[]
PMF1	ENST00000567140	True	13.0	14.377	0.9042	0.588	1.435	139.0	128.87	1.0786	0.939	1.242	50.0	50.023	0.99954	0.796	1.265	0.33854	-0.32363000000000003	0.0025519	1.1631e-08	0.19068	0.8093199999999999	[]
PMF1-BGLAP	ENST00000368276	True	13.0	14.377	0.9042	0.588	1.435	139.0	128.87	1.0786	0.939	1.242	50.0	50.023	0.99954	0.796	1.265	0.33854	-0.32363000000000003	0.0025519	1.1631e-08	0.19068	0.8093199999999999	[]
PMFBP1	ENST00000237353	True	54.0	62.251000000000005	0.86746	0.696	1.088	549.0	524.06	1.0476	0.976	1.124	231.0	212.14	1.0889	0.977	1.214	0.9745799999999999	-0.39523	-1.0139	1.0541e-32	0.00066915	0.9993299999999999	[]
PML	ENST00000268058	True	8.0	33.434	0.23928000000000002	0.139	0.432	458.0	575.9	0.79527	0.736	0.859	228.0	250.9	0.9087299999999999	0.815	1.014	4.0994	1.7823	1.1319	0.22445	0.77555	2.5183e-06	[]
PMM1	ENST00000216259	True	11.0	15.347999999999999	0.7166899999999999	0.45	1.186	134.0	167.34	0.80076	0.695	0.924	74.0	75.501	0.9801200000000001	0.812	1.189	1.0344	0.93501	0.13527999999999998	1.5411000000000002e-06	0.64927	0.35073000000000004	[]
PMM2	ENST00000268261	True	22.0	15.624	1.4081	0.999	1.876	183.0	138.72	1.3192	1.169	1.491	68.0	56.989	1.1932	0.98	1.46	-1.5032	-1.3638	-1.1419	1.5674e-17	0.00044981	0.99955	[]
PMP2	ENST00000256103	True	4.0	6.8498	0.58396	0.286	1.326	66.0	68.84	0.9587399999999999	0.785	1.177	22.0	25.112	0.8760700000000001	0.625	1.251	1.0148	0.12418	0.48623999999999995	0.0081781	0.8022	0.18962	[]
PMP22	ENST00000395938	True	0.0	7.8878	0.0	0.0	0.379	79.0	92.568	0.8534299999999999	0.711	1.029	44.0	42.051	1.0464	0.821	1.345	2.6175	0.5116	-0.23536999999999997	0.91625	0.08323	0.00051776	[]
PMPCA	ENST00000371717	True	20.0	26.666	0.75002	0.527	1.09	321.0	329.11	0.9753700000000001	0.889	1.07	162.0	142.76	1.1347	0.998	1.293	1.2031	0.16211	-1.2605	2.5854e-11	0.44108	0.55892	[]
PMPCB	ENST00000249269	True	16.0	26.081	0.61348	0.414	0.932	278.0	267.46	1.0394	0.942	1.148	93.0	88.10600000000001	1.0555	0.892	1.254	1.8397	-0.23378000000000002	-0.4082	3.1945e-08	0.92616	0.07384299999999999	[]
PMS1	ENST00000441310	True	31.0	42.677	0.72639	0.545	0.98	439.0	484.19	0.9066700000000001	0.838	0.981	140.0	169.48	0.82606	0.719	0.95	1.6659	0.7450600000000001	1.7729	1.4625999999999998e-16	0.47273000000000004	0.52727	[]
PMS2	ENST00000265849	True	41.0	40.468	1.0131	0.788	1.315	492.0	466.71	1.0542	0.978	1.136	188.0	175.47	1.0714	0.951	1.209	-0.077878	-0.42468999999999996	-0.74069	1.1563999999999998e-27	0.00012395	0.9998799999999999	[]
PMVK	ENST00000368467	True	8.0	10.168	0.78677	0.461	1.413	96.0	120.2	0.79864	0.676	0.946	36.0	47.58	0.75662	0.579	0.999	0.63368	0.8009	1.3144	2.5807e-05	0.53597	0.46401000000000003	[]
PNCK	ENST00000447676	True	10.0	15.399000000000001	0.6493899999999999	0.4	1.101	130.0	186.45	0.69726	0.604	0.807	80.0	81.343	0.98349	0.82	1.184	1.2822	1.4997	0.11657999999999999	1.0121e-05	0.80425	0.19574	[]
PNISR	ENST00000369239	True	3.0	41.836000000000006	0.07170900000000001	0.032	0.185	352.0	449.58	0.78294	0.717	0.855	146.0	138.29	1.0558	0.922	1.211	5.5958	1.6696	-0.5134	0.9999600000000001	3.9153e-05	2.9691e-14	[]
PNKD	ENST00000273077	True	12.0	19.13	0.6272800000000001	0.401	1.016	213.0	227.69	0.9354899999999999	0.836	1.048	79.0	92.34899999999999	0.85545	0.712	1.032	1.5193	0.35316	1.0876	1.6280000000000001e-06	0.86723	0.13276	[]
PNKP	ENST00000322344	True	23.0	24.933000000000003	0.9224700000000001	0.663	1.307	378.0	308.79	1.2241	1.125	1.333	204.0	133.47	1.5284	1.363	1.716	0.3608	-1.4288	-4.7795	6.5234999999999996e-15	0.029960000000000004	0.97004	"[""syn_outlier""]"
PNLDC1	ENST00000610273	True	27.0	38.265	0.7056	0.519	0.973	261.0	298.43	0.87459	0.79	0.969	138.0	122.03	1.1308	0.984	1.302	1.6972	0.78593	-1.1317	2.8112e-14	0.64604	0.35396	[]
PNLIP	ENST00000369221	True	15.0	23.654	0.6341399999999999	0.423	0.976	234.0	254.17	0.92066	0.827	1.026	104.0	93.439	1.113	0.949	1.31	1.6584	0.4589	-0.8554	6.3742e-08	0.8803799999999999	0.11962	[]
PNLIPRP1	ENST00000528052	True	22.0	24.39	0.902	0.643	1.288	264.0	259.33	1.018	0.92	1.127	112.0	101.77	1.1006	0.943	1.288	0.45106	-0.1053	-0.79427	4.3893e-14	0.047472	0.9525299999999999	[]
PNLIPRP2	ENST00000537242	True	17.0	20.394000000000002	0.83357	0.569	1.25	211.0	226.86	0.9301	0.831	1.043	84.0	87.77600000000001	0.9569799999999999	0.801	1.147	0.7004600000000001	0.38192	0.31556999999999996	1.6998e-10	0.21506	0.78494	[]
PNLIPRP3	ENST00000369230	True	19.0	22.644000000000002	0.8390799999999999	0.584	1.231	250.0	248.01	1.008	0.908	1.119	81.0	80.242	1.0094	0.843	1.214	0.71368	-0.045831000000000004	-0.066213	1.1130999999999999e-11	0.1643	0.8357	[]
PNMA1	ENST00000316836	True	4.0	10.981	0.36426	0.178	0.834	181.0	190.94	0.9479299999999999	0.839	1.072	84.0	79.217	1.0604	0.888	1.271	1.9634	0.26104	-0.42072	0.044527	0.9315200000000001	0.023948	[]
PNMA2	ENST00000522362	True	6.0	10.445	0.57443	0.314	1.133	204.0	214.94	0.94911	0.846	1.066	84.0	91.84100000000001	0.9146200000000001	0.766	1.097	1.2818	0.27066	0.64059	0.0012445	0.8610399999999999	0.13771	[]
PNMA3	ENST00000447306	True	0.0	0.0	0.0	0.0	0.0	167.0	196.63	0.84931	0.748	0.966	66.0	79.517	0.83001	0.68	1.019	0.0	0.76655	1.1868	0.0	0.0	0.0	"[""no_exp_lof""]"
PNMA5	ENST00000439251	True	0.0	0.0	0.0	0.0	0.0	151.0	173.55	0.8700600000000001	0.761	0.996	52.0	67.38	0.77174	0.617	0.972	0.0	0.6210100000000001	1.467	0.0	0.0	0.0	"[""no_exp_lof""]"
PNMAL1	ENST00000313683	True	6.0	12.627	0.47518	0.259	0.938	256.0	254.93	1.0042	0.906	1.114	130.0	100.56	1.2927	1.12	1.495	1.738	-0.024278	-2.2983	0.0031041999999999997	0.9498200000000001	0.047077999999999995	[]
PNMAL2	ENST00000599531	True	0.0	0.0	0.0	0.0	0.0	336.0	385.2	0.8722700000000001	0.797	0.955	147.0	180.63	0.8138	0.711	0.933	0.0	0.9094700000000001	1.9593	0.0	0.0	0.0	"[""no_exp_lof""]"
PNMT	ENST00000269582	True	4.0	9.1752	0.43596	0.214	0.997	154.0	171.59	0.8975	0.786	1.026	65.0	72.135	0.90109	0.737	1.108	1.5923	0.48708	0.65771	0.022274000000000002	0.91564	0.062088	[]
PNN	ENST00000216832	True	9.0	35.28	0.2551	0.153	0.445	343.0	393.77	0.8710700000000001	0.797	0.953	147.0	129.11	1.1386	0.995	1.306	4.1235	0.92815	-1.2329	0.099898	0.9001	2.3418e-06	[]
PNO1	ENST00000263657	True	3.0	11.667	0.25713	0.116	0.665	144.0	140.12	1.0277	0.897	1.18	54.0	50.448	1.0704	0.859	1.343	2.3649	-0.11905999999999999	-0.39158000000000004	0.24173000000000003	0.75208	0.006193100000000001	[]
PNOC	ENST00000301908	True	4.0	7.3363	0.54523	0.267	1.243	88.0	107.86	0.81591	0.686	0.974	37.0	42.788000000000004	0.86472	0.664	1.138	1.148	0.69358	0.69282	0.01024	0.83734	0.15242	[]
PNP	ENST00000361505	True	10.0	15.059000000000001	0.6640699999999999	0.409	1.126	146.0	163.98	0.89033	0.777	1.021	57.0	57.309	0.9946	0.803	1.24	1.2149	0.50949	0.031979	8.575299999999999e-06	0.77388	0.22610999999999998	[]
PNPLA1	ENST00000394571	True	9.0	21.570999999999998	0.41723000000000005	0.251	0.728	282.0	319.77	0.8819	0.799	0.973	150.0	137.81	1.0885	0.952	1.246	2.5225	0.7661600000000001	-0.81299	0.00065531	0.9952700000000001	0.004077900000000001	[]
PNPLA2	ENST00000336615	True	7.0	17.393	0.40247	0.228	0.756	294.0	302.35	0.9724	0.883	1.071	148.0	142.67	1.0374	0.907	1.189	2.3225	0.17411	-0.34965999999999997	0.0036902999999999997	0.98813	0.0081824	[]
PNPLA3	ENST00000216180	True	13.0	19.95	0.65162	0.423	1.036	293.0	276.29	1.0605	0.963	1.168	118.0	114.7	1.0288	0.885	1.199	1.4502	-0.36464	-0.24138	4.0427e-07	0.8244799999999999	0.17552	[]
PNPLA4	ENST00000381042	True	5.0	8.2102	0.609	0.317	1.276	101.0	94.45100000000001	1.0693	0.909	1.262	43.0	44.225	0.97229	0.761	1.254	1.0441	-0.24447	0.14426	0.0026093	0.8005399999999999	0.19685	[]
PNPLA5	ENST00000216177	True	12.0	18.232	0.6582	0.421	1.066	230.0	220.8	1.0417	0.935	1.162	95.0	98.208	0.9673299999999999	0.818	1.147	1.3602	-0.22468000000000002	0.25347	1.0748e-06	0.8012600000000001	0.19874	[]
PNPLA6	ENST00000414982	True	32.0	67.28699999999999	0.47557	0.358	0.639	527.0	896.67	0.58773	0.546	0.632	398.0	391.79	1.0159	0.935	1.104	4.0092	4.4786	-0.24564	5.9109e-13	1.0	4.3886e-06	[]
PNPLA7	ENST00000406427	True	60.0	69.923	0.8580899999999999	0.696	1.064	775.0	855.75	0.90564	0.853	0.961	376.0	374.88	1.003	0.921	1.092	1.1059	1.0014	-0.045279	5.6855999999999996e-36	0.00040588	0.99959	[]
PNPLA8	ENST00000422087	True	10.0	33.031	0.30275	0.186	0.514	393.0	400.44	0.9814299999999999	0.903	1.067	127.0	137.87	0.92115	0.797	1.067	3.7347	0.13482	0.72493	0.0091149	0.99087	1.8632e-05	[]
PNPO	ENST00000225573	True	13.0	13.805	0.94171	0.612	1.492	120.0	147.03	0.81614	0.703	0.95	46.0	50.091	0.91832	0.724	1.174	0.20182999999999998	0.8088	0.4526	7.27e-09	0.14765	0.85235	[]
